,by precious,,,,,,,,,,,,,,,,,,,,
12/07/25,b2s3 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,"pass,was done",,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
pruning,fail,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
nutsetting,"pass,line number 1,2,3 have a good nutset at pea sized and match head",,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
compost manure,"partial,incomplete",,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
14/07/25,b2s2 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,"partial ,inprogress",,,,,,,,,,,,,,,,,,,,
mowing,"partial,grass recoveries only",,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,"pass, illheathy on 3 plants",,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
bud break,fail,,,,,,,,,,,,,,,,,,,,
flowering,fail,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,"partial, micro jets installation is in progress",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
14/07/25,b2s4 daily scouting,,,,,,,,,,,,,,,,,,,,
insectpests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"partial,weeds regrowth only",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
pruning,partial,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour ,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
flowering,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
15/07/25,b2s5 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"pass,due to horse shoe basin making",,,,,,,,,,,,,,,,,,,,
basin formation ,"pass,was done",,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
dead plants,"pass, 2",,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
nutsetting,pass at match head and pea sized,,,,,,,,,,,,,,,,,,,,
bud break,"partial ,very few bud break starts",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
16/07/25,b1s1 ,,,,,,,,,,,,,,,,,,,,
insectpests,"pass,2 green stink bugs",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
contours,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,b1s1 first drain line 4 1 stink bug and dran 3 line 4  1stink bug,,,,,,,,,,,,,,,,,,,,
16/07/25,b1s2 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"pass,smartly done",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,"fail, black jack to be slashed",,,,,,,,,,,,,,,,,,,,
contours,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
17/07/25,b2s6 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"partial,inprogress hand weeding",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,fail,,,,,,,,,,,,,,,,,,,,
wet soil condtion,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
nut setting,pass for early flowering,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,"recommend fire guard at B1 and B2S5, 6, 8 and also irrigation is",,,,,,,,,,,,,,,,,,,,
,highly required for main flowering process in big orchard,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
21/07/25,b2s7 check scouting after lamdex,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"partial ,weeds regrowth",,,,,,,,,,,,,,,,,,,,
inrow slashing,pass grass recoveries,,,,,,,,,,,,,,,,,,,,
mowing,pass grass recoveries,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour ,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
bud break,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial,pre- flowering starts",,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
nut setting,pass at pea sized,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
22/07/25,B2S6 Check scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass 2 stink bugs found parallised inthe trees line number 9,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,"partial ,grass recoveries",,,,,,,,,,,,,,,,,,,,
mowing,"partial ,grass recoveries",,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pippes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
bud break,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial pre-flowering starts,,,,,,,,,,,,,,,,,,,,
nut setting,pass at pea sized,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
23/07/25,b2s8 check scouting,,,,,,,,,,,,,,,,,,,,
insect pest,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,partial,,,,,,,,,,,,,,,,,,,,
inaccessibles,partial,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
flowering,"partial, pre-flowering starts",,,,,,,,,,,,,,,,,,,,
nut setting,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24/07/25,b1s1 check scouting after lamdex spray on 23/07/25,,,,,,,,,,,,,,,,,,,,
insect pests,"fail,7 stink bugs found alive and 1 paralised in dran 1, 2, 3 and 5",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,fail,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
bud break,"pass,for the main flowering",,,,,,,,,,,,,,,,,,,,
flowering,"pass,pre-flowering process is high",,,,,,,,,,,,,,,,,,,,
nut setting,"pass,at pea sized",,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
contours,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
25/07/25,b1s2 check scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,"fail, black jack need action",,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
contours,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
nut setting,partial,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,recommend daily monitoring for pests and irrigation for main flowering,,,,,,,,,,,,,,,,,,,,
30/07/25,daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
micro jets,pass,,,,,,,,,,,,,,,,,,,,
nut setting,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial,pre- flowering for the main flowering starts",,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
30/07/25,b2s5 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
micro jets,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
nut setting,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
31/07/25,b2s2 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
micro jets,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
31/07/25,b2s4 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"partial,weeds regrowth",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial,very few pre flowering",,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
micro jets,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
31/07/25,b2s1a,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
flowering,"partial,pre flowering now starts",,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
31/07/25,b2s1b,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,fail,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
 drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
02/08/25,b2s7 daily scouting ,,,,,,,,,,,,,,,,,,,,
insect pests,"pass ,2 green stink bugs found in line 3",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"partial,black jack regrowth only",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,"partial,grass recoveries",,,,,,,,,,,,,,,,,,,,
mowing,"partial,grass recoveries",,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
flowering,"pass,pre flowering is high",,,,,,,,,,,,,,,,,,,,
nutsetting,pass at pea sized nuts,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04/08/25,b2s6 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,"pass,green stink bugs nyphs of about 12 and some eggs found",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass due to hand weeding,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,"partial, grass recoveries",,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
flowering,"pass, all plants have pre-flowering",,,,,,,,,,,,,,,,,,,,
nut setting,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04/08/25,b2s8 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,"pass, 1 green stink bug at line number 4 found ",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,"partial ,incomplete",,,,,,,,,,,,,,,,,,,,
wet soil condition ,fail,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass.calcium defficiency on few plants,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
nut setting,pass for the early flowering,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
07/08/25,b2s5 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
